,pca-2d-one,pca-2d-two,Type,image_name
13,91.46016,2.0227559,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/POLANDTMA_R01_V01_MEL07_MDA_S16M7_DAPI10241024.tiff
14,56.308033,-3.8750117,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/POLANDTMA_R01_V01_MEL07_MDA_S16M7_DAPI15361024.tiff
15,4.2905707,-8.101945,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/POLANDTMA_R01_V01_MEL07_MDA_S16M6_DAPI10241024.tiff
16,40.05217,-5.5068,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/DT1_R09_V1-Scene-11-ScanRegion10_S0M7_DAPI01536.tiff
17,52.698093,-1.9992946,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/P8_20200512_18R-Scene-3-ScanRegion2_S0M20_DAPI10241024.tiff
18,54.737907,-4.3005714,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/P8_20200512_18R-Scene-3-ScanRegion2_S0M20_DAPI10241536.tiff
19,14.868725,-6.307654,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/P8_20200512_18R-Scene-3-ScanRegion2_S0M20_DAPI15361024.tiff
20,37.780643,-4.2118573,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/P8_20200512_18R-Scene-3-ScanRegion2_S0M20_DAPI15361536.tiff
21,18.309904,-7.3144674,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/ASH_20200511_17R-Scene-095-ScanRegion94_S0M1_DAPI512512.tiff
22,-4.333533,-2.0484893,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CTR_20200507_15R-Scene-006-ScanRegion5_S0M0_DAPI5121536.tiff
23,-13.172787,-3.4202456,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CTR_20200507_15R-Scene-006-ScanRegion5_S0M1_DAPI15361024.tiff
24,-19.755985,-3.5780203,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/TOX_20200506_14R-Scene-090-ScanRegion89_S0M8_DAPI15361536.tiff
25,100.77892,4.2078424,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/P9_20200422_04R-Scene-1-ScanRegion0_S0M6_DAPI5121024.tiff
26,75.558914,1.1419446,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/P9_20200422_04R-Scene-1-ScanRegion0_S0M6_DAPI10241024.tiff
27,-21.587252,0.0495375,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/TOX_20200506_14R-Scene-090-ScanRegion89_S0M8_DAPI10241536.tiff
28,140.06557,8.760404,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/AIH_20200506_14R-Scene-01-ScanRegion0_S0M0_DAPI15361024.tiff
29,-20.021734,-2.3340843,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/AIH_20200520_23R-Scene-02-ScanRegion1_S0M2_DAPI5121024.tiff
30,-20.472858,-1.1908121,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/AIH_20200520_23R-Scene-02-ScanRegion1_S0M3_DAPI5120.tiff
31,4.5298486,-7.6832104,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/AIH_20200520_23R-Scene-02-ScanRegion1_S0M4_DAPI15361024.tiff
32,9.985191,-7.343666,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/AIH_20200520_23R-Scene-02-ScanRegion1_S0M5_DAPI01024.tiff
33,-16.459917,-3.3439732,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/AIH_20200511_17R-Scene-04-ScanRegion3_S0M4_DAPI00.tiff
34,-14.290533,-5.438005,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/ASH_20200427_07R-Scene-019-ScanRegion18_S0M1_DAPI0512.tiff
35,67.93817,-0.45381227,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/ASH_20200419_01R-Scene-048-ScanRegion47_S0M1_DAPI01536.tiff
36,-0.8015979,-7.418987,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/ASH_20200419_01R-Scene-048-ScanRegion47_S0M3_DAPI00.tiff
37,-20.339117,-0.1973282,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/ASH_20200511_17R-Scene-087-ScanRegion86_S0M4_DAPI1536512.tiff
38,-12.274418,-5.005181,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/DLBCL13_R20_V01_DLBCL_LM_S17M4_DAPI10241536.tiff
39,43.352844,-2.9819694,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/DLBCL13_R20_V01_DLBCL_LM_S1M5_DAPI512512.tiff
40,10.214286,-6.072242,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/DLBCL13_R20_V01_DLBCL_LM_S22M6_DAPI10241024.tiff
41,-1.4017179,-7.914706,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/DLBCL13_R20_V01_DLBCL_LM_S23M1_DAPI10241024.tiff
42,0.59330547,-5.5475755,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/IBC1_R24_S0M36_DAPI00.tiff
43,154.01491,12.282232,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200408_00R-Scene-033-ScanRegion32_S0M2_DAPI512512.tiff
44,-3.583719,-7.0793943,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200408_00R-Scene-041-ScanRegion40_S0M1_DAPI5121536.tiff
45,-3.1329331,-4.9353395,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200419_01R-Scene-041-ScanRegion40_S0M1_DAPI5121536.tiff
46,66.95912,-2.2310123,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200419_01R-Scene-041-ScanRegion40_S0M4_DAPI512512.tiff
47,1.364698,-7.1138196,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200419_01R-Scene-070-ScanRegion69_S0M2_DAPI10241024.tiff
48,-6.924568,-6.9917927,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200420_02R-Scene-041-ScanRegion40_S0M1_DAPI5121536.tiff
49,7.8036323,-6.8180666,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200420_02R-Scene-041-ScanRegion40_S0M1_DAPI10241536.tiff
50,38.65731,-5.027794,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200421_03R-Scene-019-ScanRegion18_S0M2_DAPI1024512.tiff
51,17.129038,-4.7323046,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200421_03R-Scene-041-ScanRegion40_S0M1_DAPI10241536.tiff
52,-12.23224,-5.138994,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200421_03R-Scene-041-ScanRegion40_S0M4_DAPI10240.tiff
53,-6.9166737,-5.063855,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200421_03R-Scene-070-ScanRegion69_S0M2_DAPI10241024.tiff
54,14.526456,-7.76795,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200422_04R-Scene-019-ScanRegion18_S0M2_DAPI1024512.tiff
55,-12.661043,-5.4706063,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200422_04R-Scene-041-ScanRegion40_S0M3_DAPI512512.tiff
56,42.824688,-1.234469,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200422_04R-Scene-041-ScanRegion40_S0M3_DAPI10240.tiff
57,-7.505196,-7.4147153,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200422_04R-Scene-041-ScanRegion40_S0M3_DAPI1024512.tiff
58,20.003645,-6.8894334,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200422_04R-Scene-070-ScanRegion69_S0M4_DAPI10240.tiff
59,47.997074,-5.6115837,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200424_05R-Scene-019-ScanRegion18_S0M2_DAPI1024512.tiff
60,-4.1001515,-6.4527073,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200424_05R-Scene-041-ScanRegion40_S0M1_DAPI10241536.tiff
61,93.83316,1.1035106,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200424_05R-Scene-041-ScanRegion40_S0M4_DAPI512512.tiff
62,-19.267588,-2.4190702,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200424_05R-Scene-041-ScanRegion40_S0M4_DAPI10240.tiff
63,2.165622,-6.6534243,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200424_05R-Scene-070-ScanRegion69_S0M2_DAPI10241536.tiff
64,10.742382,-5.698675,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200426_06R-Scene-041-ScanRegion40_S0M1_DAPI10241536.tiff
65,-11.777279,-4.756518,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200426_06R-Scene-041-ScanRegion40_S0M4_DAPI5120.tiff
66,41.251293,-4.596584,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200426_06R-Scene-041-ScanRegion40_S0M4_DAPI512512.tiff
67,7.6972585,-7.8881035,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200427_07R-Scene-019-ScanRegion18_S0M2_DAPI10240.tiff
68,-7.7243977,-8.635809,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200427_07R-Scene-019-ScanRegion18_S0M2_DAPI1024512.tiff
69,26.476276,-5.677906,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200427_07R-Scene-041-ScanRegion40_S0M4_DAPI512512.tiff
70,38.304035,-5.4429355,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200428_08R-Scene-019-ScanRegion18_S0M2_DAPI10240.tiff
71,0.9936239,-7.1775155,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200428_08R-Scene-041-ScanRegion40_S0M1_DAPI10241536.tiff
72,-6.893065,-4.601676,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200429_09R-Scene-019-ScanRegion18_S0M2_DAPI1024512.tiff
73,-1.2922312,-3.4737055,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200429_09R-Scene-041-ScanRegion40_S0M3_DAPI10240.tiff
74,3.651857,-7.652371,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200429_09R-Scene-041-ScanRegion40_S0M3_DAPI1024512.tiff
75,32.908924,-3.819364,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200429_09R-Scene-041-ScanRegion40_S0M3_DAPI10241024.tiff
76,44.95957,-3.0302036,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200430_10R-Scene-019-ScanRegion18_S0M2_DAPI1024512.tiff
77,-23.63577,1.856915,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200430_10R-Scene-041-ScanRegion40_S0M3_DAPI5121024.tiff
78,-21.61892,-1.9900985,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200430_10R-Scene-041-ScanRegion40_S0M3_DAPI1024512.tiff
79,42.81687,-5.297626,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200503_11R-Scene-019-ScanRegion18_S0M2_DAPI10240.tiff
80,-17.082129,-2.4785764,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200503_11R-Scene-041-ScanRegion40_S0M4_DAPI5120.tiff
81,-6.652624,-7.140056,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200503_11R-Scene-041-ScanRegion40_S0M4_DAPI10240.tiff
82,-3.7734492,-9.025405,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200504_12R-Scene-019-ScanRegion18_S0M2_DAPI1024512.tiff
83,13.119566,-7.0403786,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200504_12R-Scene-041-ScanRegion40_S0M1_DAPI10241024.tiff
84,-18.304996,-3.5129342,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200504_12R-Scene-041-ScanRegion40_S0M4_DAPI10240.tiff
85,-1.6726458,-7.0964785,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200505_13R-Scene-041-ScanRegion40_S0M1_DAPI10241536.tiff
86,-4.2515473,-7.521863,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200505_13R-Scene-041-ScanRegion40_S0M4_DAPI10240.tiff
87,99.92093,3.03458,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200506_14R-Scene-019-ScanRegion18_S0M2_DAPI1024512.tiff
88,5.554427,-5.717696,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200506_14R-Scene-041-ScanRegion40_S0M4_DAPI10240.tiff
89,69.12375,-4.3704286,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200507_15R-Scene-019-ScanRegion18_S0M2_DAPI1024512.tiff
90,33.445164,-4.165573,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200507_15R-Scene-041-ScanRegion40_S0M1_DAPI10241536.tiff
91,-16.639454,-2.5176556,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200507_15R-Scene-041-ScanRegion40_S0M3_DAPI1024512.tiff
92,-23.582901,-1.6616644,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC004_R10_V01_CRC01_MVM_S0M96_DAPI00.tiff
93,50.354847,-6.2356195,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200510_16R-Scene-019-ScanRegion18_S0M2_DAPI10240.tiff
94,-3.1593237,-9.034185,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200510_16R-Scene-019-ScanRegion18_S0M2_DAPI1024512.tiff
95,36.81089,-5.7756205,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200510_16R-Scene-041-ScanRegion40_S0M4_DAPI512512.tiff
96,41.065872,-6.8930264,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200511_17R-Scene-019-ScanRegion18_S0M2_DAPI10241024.tiff
97,-0.96642953,-7.8772383,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/NAS_20200511_17R-Scene-019-ScanRegion18_S0M2_DAPI15361024.tiff
98,0.7525844,-7.5523806,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/AIH_20200511_17R-Scene-04-ScanRegion3_S0M3_DAPI15360.tiff
99,-20.439926,-3.4473464,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC004_R10_V01_CRC01_MVM_S0M96_DAPI0512.tiff
100,-14.289207,-4.583075,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC004_R10_V01_CRC01_MVM_S0M118_DAPI5121536.tiff
101,50.632637,-2.1871672,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC004_R10_V01_CRC01_MVM_S0M129_DAPI15361024.tiff
102,-21.285866,-2.1689398,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC004_R10_V01_CRC01_MVM_S0M180_DAPI5120.tiff
103,56.195187,0.2610107,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC007_R11_V01_CRC01_MVM_S0M175_DAPI5120.tiff
104,28.873545,-4.305345,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC007_R11_V01_CRC01_MVM_S0M175_DAPI512512.tiff
105,23.142696,-5.5427566,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC007_R11_V01_CRC01_MVM_S0M183_DAPI5121536.tiff
106,15.415812,-4.9527435,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC007_R11_V01_CRC01_MVM_S0M196_DAPI512512.tiff
107,48.793274,-1.6182169,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC007_R11_V01_CRC01_MVM_S0M197_DAPI10241024.tiff
108,44.91194,-1.4713706,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC007_R11_V01_CRC01_MVM_S0M197_DAPI15361024.tiff
109,45.7562,-4.4387717,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC007_R11_V01_CRC01_MVM_S0M204_DAPI10240.tiff
110,54.091206,-1.5911547,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC007_R11_V01_CRC01_MVM_S0M204_DAPI1536512.tiff
111,36.250057,-5.107724,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC007_R11_V01_CRC01_MVM_S0M205_DAPI00.tiff
112,10.292455,-6.808433,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC007_R11_V01_CRC01_MVM_S0M205_DAPI0512.tiff
113,-13.495058,-4.8778763,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC007_R11_V01_CRC01_MVM_S0M205_DAPI512512.tiff
114,-13.791891,-1.0082589,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC007_R11_V01_CRC01_MVM_S0M76_DAPI0512.tiff
115,97.377914,3.0300477,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC007_R11_V01_CRC01_MVM_S0M129_DAPI15360.tiff
116,134.28094,10.863449,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC004_R10_V01_CRC01_MVM_S0M293_DAPI1536512.tiff
117,94.714386,2.0050375,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC004_R10_V01_CRC01_MVM_S0M293_DAPI15361024.tiff
118,187.5492,15.005633,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC004_R10_V01_CRC01_MVM_S0M293_DAPI15361536.tiff
119,227.18042,23.037567,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC004_R10_V01_CRC01_MVM_S0M294_DAPI0512.tiff
120,136.08322,6.614814,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC004_R10_V01_CRC01_MVM_S0M294_DAPI01536.tiff
121,-22.323788,-0.15202993,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC004_R10_V01_CRC01_MVM_S0M299_DAPI10241024.tiff
122,171.85255,14.469772,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC004_R10_V01_CRC01_MVM_S0M316_DAPI15360.tiff
123,-8.169208,-5.7791586,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC004_R10_V01_CRC01_MVM_S0M316_DAPI1536512.tiff
124,99.91509,2.9849777,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC004_R10_V01_CRC01_MVM_S0M317_DAPI00.tiff
125,-8.810472,-5.773939,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC007_R11_V01_CRC01_MVM_S0M241_DAPI512512.tiff
126,10.06241,-6.0613527,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC007_R11_V01_CRC01_MVM_S0M241_DAPI1024512.tiff
127,0.3570466,-5.808518,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CRC007_R11_V01_CRC01_MVM_S0M259_DAPI5121536.tiff
128,-17.379992,-1.9710588,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CD3OX40_R02_V01_ETIME_MDA_S1M1_DAPI5120.tiff
129,-14.432244,-1.5040209,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/CD3OX40_R02_V01_ETIME_MDA_S1M48_DAPI15361536.tiff
130,10.82577,-6.3947663,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/DLBCL10_20200416_01R-Scene-12-ScanRegion11_S0M5_DAPI1536512.tiff
131,7.320381,-5.03375,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/DLBCL10_20200425_07R-Scene-24-ScanRegion23_S0M3_DAPI15361024.tiff
132,-22.435934,-2.8359897,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/DLBCL10_20200425_07R-Scene-54-ScanRegion53_S0M3_DAPI5120.tiff
133,11.313488,-7.2795434,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/PBC_20200408_00R-Scene-052-ScanRegion51_S0M4_DAPI1024512.tiff
134,-7.9662895,-3.3142967,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/PBC_20200408_00R-Scene-007-ScanRegion6_S0M2_DAPI1024512.tiff
135,-13.962761,-1.2421203,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/PBC_20200408_00R-Scene-006-ScanRegion5_S0M5_DAPI1024512.tiff
136,-23.374897,-1.506118,Artifact,/mnt/data/QC_raw_images/Madhavi/External artifacts/Model512_1008//train/Artifacts/PBC_20200408_00R-Scene-006-ScanRegion5_S0M5_DAPI1536512.tiff
