,pca-2d-one,pca-2d-two,Type,image_name
33,38.911877,12.033455,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/UZTMA_R09_V02_MEL05A_MDA_S23M8_DAPI15361536.tiff
34,-1.4724436,-8.469179,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/UZTMA_R09_V02_MEL05A_MDA_S23M8_DAPI10240.tiff
35,0.8829676,-10.968941,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/UZTMA_R09_V02_MEL05A_MDA_S23M7_DAPI15361536.tiff
36,15.784365,1.1270001,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/UZTMA_R09_V02_MEL05A_MDA_S23M5_DAPI01024.tiff
37,1.5900638,-10.044122,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/UZTMA_R09_V02_MEL05A_MDA_S23M4_DAPI10241024.tiff
38,2.3372834,-9.823694,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/UZTMA_R09_V02_MEL05A_MDA_S23M4_DAPI01024.tiff
39,1.5980486,-9.565607,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/UZTMA_R09_V02_MEL05A_MDA_S23M4_DAPI5121024.tiff
40,10.250727,-7.0699925,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/UZTMA_R09_V02_MEL05A_MDA_S23M4_DAPI15361024.tiff
41,2.4880288,-9.500273,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/UZTMA_R09_V02_MEL05A_MDA_S17M11_DAPI01024.tiff
42,1.0101763,-10.02213,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/UZTMA_R09_V02_MEL05A_MDA_S17M11_DAPI5121024.tiff
43,3.7331364,-9.1075,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/UZTMA_R09_V02_MEL05A_MDA_S17M11_DAPI10241024.tiff
44,43.912434,16.129307,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/UZTMA_R09_V02_MEL05A_MDA_S17M4_DAPI10241536.tiff
45,22.011559,1.4189891,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/CD3OX40_R02_V01_ETIME_MDA_S0M14_DAPI0512.tiff
46,9.583468,-6.9164357,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/CD3OX40_R02_V01_ETIME_MDA_S0M14_DAPI512512.tiff
47,12.020221,-1.9498227,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/CD3OX40_R02_V01_ETIME_MDA_S2M69_DAPI5120.tiff
48,11.63783,-4.833822,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/CD3OX40_R02_V01_ETIME_MDA_S2M69_DAPI512512.tiff
49,45.342163,16.76905,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/TMA10A_R05_V04_MEL04B_MDA_S11M4_DAPI5121536.tiff
50,42.103657,14.5695915,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/TMA10A_R05_V04_MEL04B_MDA_S13M1_DAPI5121536.tiff
51,15.204996,-1.5411694,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/TMA10A_R05_V04_MEL04B_MDA_S13M4_DAPI5120.tiff
52,14.73812,-2.424528,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/TMA10A_R05_V04_MEL04B_MDA_S18M0_DAPI5120.tiff
53,42.86068,14.685165,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/TMA10A_R05_V04_MEL04B_MDA_S19M5_DAPI5121536.tiff
54,16.959167,-3.5878675,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL09_20200417_02R-Scene-06-ScanRegion5_S0M5_DAPI0512.tiff
55,20.43977,-1.3612704,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL09_20200417_02R-Scene-12-ScanRegion11_S0M4_DAPI5121024.tiff
56,34.03894,8.061268,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL09_20200420_03R-Scene-12-ScanRegion11_S0M0_DAPI5120.tiff
57,29.881374,5.5217085,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL09_20200420_03R-Scene-12-ScanRegion11_S0M5_DAPI00.tiff
58,28.311138,4.339321,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200416_01R-Scene-02-ScanRegion1_S0M4_DAPI15361536.tiff
59,46.74694,16.797731,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200416_01R-Scene-12-ScanRegion11_S0M2_DAPI01536.tiff
60,52.652695,20.032963,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200416_01R-Scene-50-ScanRegion49_S0M1_DAPI10241024.tiff
61,-2.7525399,-6.0350647,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200417_02R-Scene-01-ScanRegion0_S0M5_DAPI512512.tiff
62,3.502783,-8.288581,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200417_02R-Scene-01-ScanRegion0_S0M6_DAPI10240.tiff
63,-0.5992171,-5.8803487,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200417_02R-Scene-01-ScanRegion0_S0M7_DAPI5121024.tiff
64,29.010786,5.252325,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200417_02R-Scene-13-ScanRegion12_S0M3_DAPI15361024.tiff
65,2.7554967,-9.535542,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200417_02R-Scene-13-ScanRegion12_S0M5_DAPI00.tiff
66,27.673056,4.57144,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200417_02R-Scene-13-ScanRegion12_S0M5_DAPI5120.tiff
67,0.7149691,-8.837176,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200417_02R-Scene-21-ScanRegion20_S0M6_DAPI01024.tiff
68,3.8639374,-7.415965,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200417_02R-Scene-25-ScanRegion24_S0M6_DAPI10241024.tiff
69,40.992973,13.9396105,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200420_03R-Scene-07-ScanRegion6_S0M2_DAPI10241536.tiff
70,31.551298,6.4956293,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200420_03R-Scene-07-ScanRegion6_S0M6_DAPI1536512.tiff
71,28.464462,4.289659,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200420_03R-Scene-17-ScanRegion16_S0M2_DAPI10241536.tiff
72,24.327168,1.3713031,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200420_03R-Scene-17-ScanRegion16_S0M5_DAPI15360.tiff
73,3.902681,-6.6919413,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200420_03R-Scene-17-ScanRegion16_S0M5_DAPI1536512.tiff
74,32.60746,6.799192,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200420_03R-Scene-45-ScanRegion44_S0M4_DAPI5121024.tiff
75,8.317518,-8.417478,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200420_03R-Scene-45-ScanRegion44_S0M4_DAPI5121536.tiff
76,7.3000445,-6.0142326,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-01-ScanRegion0_S0M0_DAPI01024.tiff
77,16.525124,-3.8484688,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-01-ScanRegion0_S0M0_DAPI5121024.tiff
78,15.684431,-3.1218078,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-01-ScanRegion0_S0M0_DAPI5121536.tiff
79,1.7426367,-9.2605095,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-01-ScanRegion0_S0M4_DAPI15360.tiff
80,27.356247,3.3494978,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-03-ScanRegion2_S0M1_DAPI15361536.tiff
81,20.757462,0.07699999,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-03-ScanRegion2_S0M2_DAPI01536.tiff
82,13.029515,-2.6499379,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-03-ScanRegion2_S0M5_DAPI00.tiff
83,11.250852,-6.23499,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-09-ScanRegion8_S0M7_DAPI00.tiff
84,17.255974,-1.8469838,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-03-ScanRegion2_S0M7_DAPI5121024.tiff
85,27.459547,3.4743633,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-04-ScanRegion3_S0M4_DAPI01024.tiff
86,2.3259554,-5.575898,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-04-ScanRegion3_S0M4_DAPI01536.tiff
87,13.3603945,-4.666128,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-06-ScanRegion5_S0M3_DAPI01536.tiff
88,23.61484,0.43662277,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-06-ScanRegion5_S0M3_DAPI512512.tiff
89,28.661695,3.977048,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-06-ScanRegion5_S0M3_DAPI5121024.tiff
90,23.628124,1.2198288,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-08-ScanRegion7_S0M7_DAPI15361024.tiff
91,23.52295,0.9751758,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-09-ScanRegion8_S0M0_DAPI15361024.tiff
92,10.670012,-5.763338,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-16-ScanRegion15_S0M2_DAPI0512.tiff
93,6.4437423,-7.8162284,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-16-ScanRegion15_S0M5_DAPI10241536.tiff
94,22.038212,-0.002531173,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-16-ScanRegion15_S0M5_DAPI15361536.tiff
95,6.9636054,-7.404984,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-16-ScanRegion15_S0M7_DAPI00.tiff
96,8.534782,-7.1980276,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-23-ScanRegion22_S0M0_DAPI00.tiff
97,64.278145,29.356995,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-23-ScanRegion22_S0M5_DAPI10241536.tiff
98,16.63923,-1.9921534,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-23-ScanRegion22_S0M5_DAPI15361536.tiff
99,43.178444,14.605786,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-23-ScanRegion22_S0M8_DAPI5120.tiff
100,7.72273,-6.402162,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-23-ScanRegion22_S0M8_DAPI512512.tiff
101,2.4302032,-7.2552285,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-24-ScanRegion23_S0M3_DAPI00.tiff
102,14.882432,-5.4935403,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-24-ScanRegion23_S0M7_DAPI00.tiff
103,17.621315,-3.3577294,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-24-ScanRegion23_S0M7_DAPI0512.tiff
104,2.3075933,-7.5116754,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-25-ScanRegion24_S0M3_DAPI10240.tiff
105,16.117289,-0.37232992,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-25-ScanRegion24_S0M6_DAPI01536.tiff
106,9.38348,-8.274821,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-25-ScanRegion24_S0M7_DAPI00.tiff
107,2.2050362,-9.569777,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-27-ScanRegion26_S0M4_DAPI5120.tiff
108,3.9170196,-9.467312,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-27-ScanRegion26_S0M7_DAPI01536.tiff
109,34.097347,9.326804,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-27-ScanRegion26_S0M7_DAPI5121536.tiff
110,22.596151,2.634552,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-28-ScanRegion27_S0M3_DAPI10241024.tiff
111,39.731995,12.191796,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-28-ScanRegion27_S0M3_DAPI10241536.tiff
112,12.1711645,-5.274431,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-39-ScanRegion38_S0M1_DAPI512512.tiff
113,14.765759,-2.5357032,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-39-ScanRegion38_S0M1_DAPI10241024.tiff
114,9.294736,-8.360959,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-39-ScanRegion38_S0M3_DAPI10241024.tiff
115,5.807,-8.68575,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-39-ScanRegion38_S0M5_DAPI10240.tiff
116,8.912018,-7.5390124,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-42-ScanRegion41_S0M3_DAPI10241536.tiff
117,5.1541314,-4.503045,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200514_21R-Scene-10-ScanRegion9_S0M2_DAPI0512.tiff
118,21.883314,0.27797136,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-42-ScanRegion41_S0M4_DAPI15361024.tiff
119,4.1458745,-7.757834,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-42-ScanRegion41_S0M7_DAPI5120.tiff
120,13.543732,-4.565561,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-42-ScanRegion41_S0M8_DAPI10241536.tiff
121,24.251644,1.0857942,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-54-ScanRegion53_S0M3_DAPI01536.tiff
122,37.365425,13.396715,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-54-ScanRegion53_S0M3_DAPI5121536.tiff
123,6.9678187,-8.542696,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-54-ScanRegion53_S0M6_DAPI10240.tiff
124,5.7172694,-8.934671,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-54-ScanRegion53_S0M6_DAPI1024512.tiff
125,2.0507498,-7.750289,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-54-ScanRegion53_S0M6_DAPI1536512.tiff
126,3.706131,-8.611073,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200512_19R-Scene-51-ScanRegion50_S0M4_DAPI01024.tiff
127,4.473807,-8.108248,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200514_21R-Scene-10-ScanRegion9_S0M0_DAPI15361024.tiff
128,6.2340612,-7.936359,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200514_21R-Scene-10-ScanRegion9_S0M1_DAPI1536512.tiff
129,57.952785,24.316774,Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/Artifacts/DLBCL10_20200425_07R-Scene-54-ScanRegion53_S0M5_DAPI0512.tiff
130,-2.3686147,-8.323451,No_Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/No_Artifacts/POLANDTMA_R01_V01_MEL07_MDA_S0M5_DAPI155256.tiff
131,-2.8921242,-7.554958,No_Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/No_Artifacts/POLANDTMA_R01_V01_MEL07_MDA_S0M5_DAPI13891120.tiff
132,-6.0004106,-3.2424884,No_Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/No_Artifacts/POLANDTMA_R01_V01_MEL07_MDA_S0M3_DAPI5741522.tiff
133,0.4481495,-4.7461023,No_Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/No_Artifacts/CRC004_R10_V01_CRC01_MVM_S0M116_DAPI874964.tiff
134,1.743309,-9.178281,No_Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/No_Artifacts/CRC004_R10_V01_CRC01_MVM_S0M122_DAPI4711512.tiff
135,-2.3497279,-8.360374,No_Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/No_Artifacts/CRC004_R10_V01_CRC01_MVM_S0M122_DAPI538471.tiff
136,-4.393563,-6.0855875,No_Artifact,/mnt/data/QC_raw_images/Madhavi/Air bubbles/Model1008/train/No_Artifacts/CRC007_R11_V01_CRC01_MVM_S0M162_DAPI1391370.tiff
